product_id;product_name;category;series;capacity_m3h;head_m;power_kw;material;application_industry;price_idr;stock;rating;warranty_months
WL-0181;Wilo-MVI 590/110-90;Multistage Vertical;MVI;590;110;90;Stainless Steel 316L;Food & Beverage;478800000;20;4,7;6
WL-0182;Wilo-MVI 600/120-90;Multistage Vertical;MVI;600;120;90;Stainless Steel 304;Oil & Gas;423300000;4;3,9;6
WL-0183;Wilo-MVI 600/75-90;Multistage Vertical;MVI;600;75;90;Stainless Steel 316L;Power Plant;509900000;22;4,7;24
WL-0184;Wilo-Helix VE 600/140-90;Multistage Vertical;Helix VE;600;140;90;Bronze Fitted;Pharmaceutical;471100000;7;4,6;6
WL-0185;Wilo-Helix VE 600/135-90;Multistage Vertical;Helix VE;600;135;90;Duplex Steel;Pharmaceutical;520100000;27;4,4;12
WL-0186;Wilo-Helix VE 515/125-75;Multistage Vertical;Helix VE;515;125;75;Cast Iron;Pharmaceutical;284400000;25;4,4;18
WL-0187;Wilo-Helix VE 600/100-90;Multistage Vertical;Helix VE;600;100;90;Duplex Steel;Water Treatment;545100000;26;4,6;6
WL-0188;Wilo-Helix VE 600/110-90;Multistage Vertical;Helix VE;600;110;90;Stainless Steel 316L;Power Plant;486900000;14;4,2;18
WL-0189;Wilo-Helix VE 600/115-90;Multistage Vertical;Helix VE;600;115;90;Cast Iron;Power Plant;307100000;21;4,4;18
WL-0190;Wilo-Helix VE 600/120-90;Multistage Vertical;Helix VE;600;120;90;Cast Iron;Chemical Processing;348200000;27;4,2;24
WL-0191;Wilo-Helix VE 600/55-90;Multistage Vertical;Helix VE;600;55;90;Cast Iron;Chemical Processing;296500000;12;3,8;24
WL-0192;Wilo-Helix VE 600/65-90;Multistage Vertical;Helix VE;600;65;90;Stainless Steel 304;Chemical Processing;431300000;6;3,6;18
WL-0193;Wilo-Helix VE 575/210-75;Multistage Vertical;Helix VE;575;210;75;Duplex Steel;Power Plant;453600000;25;3,5;24
WL-0194;Wilo-Helix VE 600/155-90;Multistage Vertical;Helix VE;600;155;90;Bronze Fitted;Chemical Processing;436500000;27;4,8;18
WL-0195;Wilo-Helix VE 600/90-90;Multistage Vertical;Helix VE;600;90;90;Stainless Steel 316L;Food & Beverage;469400000;27;3,9;6
WL-0196;Wilo-Helix VE 600/85-90;Multistage Vertical;Helix VE;600;85;90;Stainless Steel 316L;Chemical Processing;433500000;8;4,1;24
WL-0197;Wilo-Helix VE 330/185-45;Multistage Vertical;Helix VE;330;185;45;Duplex Steel;Power Plant;328100000;22;4,7;24
WL-0198;Wilo-Helix VE 600/85-90;Multistage Vertical;Helix VE;600;85;90;Stainless Steel 316L;Water Treatment;511300000;16;4,6;18
WL-0199;Wilo-Helix VE 600/175-90;Multistage Vertical;Helix VE;600;175;90;Stainless Steel 304;Chemical Processing;451800000;7;4,5;18
WL-0200;Wilo-Helix VE 390/95-55;Multistage Vertical;Helix VE;390;95;55;Stainless Steel 316L;Oil & Gas;301100000;9;4;18
WL-0201;Wilo-Helix VE 600/15-90;Multistage Vertical;Helix VE;600;15;90;Duplex Steel;Water Treatment;490000000;17;4,1;12
WL-0202;Wilo-Helix VE 540/155-75;Multistage Vertical;Helix VE;540;155;75;Cast Iron;Food & Beverage;266700000;24;4,3;24
WL-0203;Wilo-Helix VE 600/15-75;Multistage Vertical;Helix VE;600;15;75;Bronze Fitted;Power Plant;397300000;25;4,6;12
WL-0204;Wilo-Helix VE 600/125-90;Multistage Vertical;Helix VE;600;125;90;Bronze Fitted;Pharmaceutical;416400000;23;4,1;24
WL-0205;Wilo-Helix VE 600/30-90;Multistage Vertical;Helix VE;600;30;90;Bronze Fitted;Water Treatment;441200000;3;4,6;18
WL-0206;Wilo-Helix VE 445/100-75;Multistage Vertical;Helix VE;445;100;75;Stainless Steel 304;Chemical Processing;309200000;23;4,3;12
WL-0207;Wilo-Helix VE 400/80-75;Multistage Vertical;Helix VE;400;80;75;Stainless Steel 316L;Pharmaceutical;400700000;19;4,5;18
WL-0208;Wilo-Helix VE 600/70-90;Multistage Vertical;Helix VE;600;70;90;Bronze Fitted;Power Plant;461100000;17;4;18
WL-0209;Wilo-SCP 600/60-90;Split Case;SCP;600;60;90;Duplex Steel;Power Plant;792200000;11;4,4;18
WL-0210;Wilo-SCP 565/165-90;Split Case;SCP;565;165;90;Duplex Steel;Agriculture;827300000;10;4,6;18
WL-0211;Wilo-SCP 600/55-90;Split Case;SCP;600;55;90;Stainless Steel 304;Manufacturing;537900000;24;4,4;12
WL-0212;Wilo-SCP 390/65-55;Split Case;SCP;390;65;55;Stainless Steel 316L;Manufacturing;434200000;24;4,7;12
WL-0213;Wilo-SCP 600/125-90;Split Case;SCP;600;125;90;Stainless Steel 304;Oil & Gas;566600000;24;4,3;24
WL-0214;Wilo-SCP 600/110-90;Split Case;SCP;600;110;90;Stainless Steel 316L;Power Plant;731200000;25;4,3;18
WL-0215;Wilo-SCP 600/190-90;Split Case;SCP;600;190;90;Cast Iron;Oil & Gas;564900000;10;3,8;12
WL-0216;Wilo-SCP 255/220-37;Split Case;SCP;255;220;37;Stainless Steel 316L;Oil & Gas;361600000;10;4,9;6
WL-0217;Wilo-SCP 600/150-90;Split Case;SCP;600;150;90;Stainless Steel 304;Agriculture;658700000;2;3,7;6
WL-0218;Wilo-SCP 600/20-90;Split Case;SCP;600;20;90;Stainless Steel 316L;Oil & Gas;625800000;21;4,6;24
WL-0219;Wilo-SCP 600/115-90;Split Case;SCP;600;115;90;Cast Iron;Manufacturing;547700000;19;4,1;18
WL-0220;Wilo-SCP 600/80-75;Split Case;SCP;600;80;75;Duplex Steel;Mining;727900000;15;4,3;18
WL-0221;Wilo-SCP 600/15-90;Split Case;SCP;600;15;90;Stainless Steel 304;Manufacturing;539000000;9;3,7;24
WL-0222;Wilo-SCP 600/90-90;Split Case;SCP;600;90;90;Cast Iron;Manufacturing;478400000;13;3,9;24
WL-0223;Wilo-SCP 600/120-90;Split Case;SCP;600;120;90;Cast Iron;Power Plant;475000000;21;4,5;6
WL-0224;Wilo-SCP 165/115-22;Split Case;SCP;165;115;22;Stainless Steel 304;Oil & Gas;162900000;26;4,7;18
WL-0225;Wilo-SCP 600/150-90;Split Case;SCP;600;150;90;Cast Iron;Oil & Gas;460100000;4;4,2;24
WL-0226;Wilo-SCP 600/170-90;Split Case;SCP;600;170;90;Stainless Steel 304;Power Plant;650500000;13;4,3;24
WL-0227;Wilo-SCP 600/110-90;Split Case;SCP;600;110;90;Duplex Steel;Agriculture;738700000;28;4,2;24
WL-0228;Wilo-SCP 600/55-90;Split Case;SCP;600;55;90;Stainless Steel 316L;Power Plant;744300000;20;3,9;6
WL-0229;Wilo-SCP 600/15-90;Split Case;SCP;600;15;90;Cast Iron;Oil & Gas;477200000;21;4,4;12
WL-0230;Wilo-SCP 165/275-22;Split Case;SCP;165;275;22;Stainless Steel 316L;Manufacturing;219700000;6;4,4;12
WL-0231;Wilo-SCP 600/35-90;Split Case;SCP;600;35;90;Stainless Steel 304;Power Plant;637200000;3;3,9;12
WL-0232;Wilo-SCP 600/60-90;Split Case;SCP;600;60;90;Cast Iron;Mining;458400000;15;4,2;24
WL-0233;Wilo-SCP 600/125-90;Split Case;SCP;600;125;90;Stainless Steel 316L;Manufacturing;702900000;8;4,4;18
WL-0234;Wilo-SCP 600/115-90;Split Case;SCP;600;115;90;Stainless Steel 316L;Mining;761100000;3;4,3;12
WL-0235;Wilo-SCP 600/170-90;Split Case;SCP;600;170;90;Stainless Steel 316L;Power Plant;700100000;22;3,9;12
WL-0236;Wilo-SCP 485/115-75;Split Case;SCP;485;115;75;Duplex Steel;Manufacturing;683200000;18;4,2;12
WL-0237;Wilo-Atmos TERA-SCH 600/125-90;Split Case;Atmos TERA-SCH;600;125;90;Stainless Steel 304;Agriculture;582000000;27;4,6;12
WL-0238;Wilo-Atmos TERA-SCH 600/130-90;Split Case;Atmos TERA-SCH;600;130;90;Cast Iron;Manufacturing;496800000;6;4,5;18
WL-0239;Wilo-Atmos TERA-SCH 600/105-90;Split Case;Atmos TERA-SCH;600;105;90;Stainless Steel 316L;Mining;673600000;4;4,3;24
WL-0240;Wilo-Atmos TERA-SCH 320/15-45;Split Case;Atmos TERA-SCH;320;15;45;Stainless Steel 316L;Mining;342000000;9;4,8;24
WL-0241;Wilo-Atmos TERA-SCH 535/20-90;Split Case;Atmos TERA-SCH;535;20;90;Duplex Steel;Manufacturing;742000000;20;4,7;6
WL-0242;Wilo-Atmos TERA-SCH 145/55-22;Split Case;Atmos TERA-SCH;145;55;22;Duplex Steel;Agriculture;196100000;20;4,7;18
WL-0243;Wilo-Atmos TERA-SCH 295/15-45;Split Case;Atmos TERA-SCH;295;15;45;Cast Iron;Manufacturing;246200000;8;5;6
WL-0244;Wilo-Atmos TERA-SCH 600/130-90;Split Case;Atmos TERA-SCH;600;130;90;Stainless Steel 316L;Power Plant;764900000;2;4,4;12
WL-0245;Wilo-Atmos TERA-SCH 490/80-75;Split Case;Atmos TERA-SCH;490;80;75;Duplex Steel;Power Plant;610800000;21;4,3;24
WL-0246;Wilo-Atmos TERA-SCH 600/60-75;Split Case;Atmos TERA-SCH;600;60;75;Stainless Steel 316L;Oil & Gas;620200000;19;4,4;24
WL-0247;Wilo-Atmos TERA-SCH 405/155-55;Split Case;Atmos TERA-SCH;405;155;55;Duplex Steel;Manufacturing;479900000;16;4,2;18
WL-0248;Wilo-Atmos TERA-SCH 410/130-75;Split Case;Atmos TERA-SCH;410;130;75;Duplex Steel;Agriculture;575200000;11;4,4;6
WL-0249;Wilo-Atmos TERA-SCH 250/125-37;Split Case;Atmos TERA-SCH;250;125;37;Stainless Steel 304;Agriculture;281700000;14;4,5;24
WL-0250;Wilo-Atmos TERA-SCH 565/100-90;Split Case;Atmos TERA-SCH;565;100;90;Stainless Steel 316L;Mining;699300000;27;4,3;6
WL-0251;Wilo-Atmos TERA-SCH 600/100-90;Split Case;Atmos TERA-SCH;600;100;90;Duplex Steel;Manufacturing;788500000;11;4,1;18
WL-0252;Wilo-Atmos TERA-SCH 600/80-90;Split Case;Atmos TERA-SCH;600;80;90;Stainless Steel 316L;Manufacturing;655000000;25;4,6;24
WL-0253;Wilo-Atmos TERA-SCH 505/150-75;Split Case;Atmos TERA-SCH;505;150;75;Cast Iron;Power Plant;442800000;15;4,7;24
WL-0254;Wilo-Atmos TERA-SCH 600/50-110;Split Case;Atmos TERA-SCH;600;50;110;Cast Iron;Oil & Gas;526400000;17;3,9;18
WL-0255;Wilo-Atmos TERA-SCH 600/120-90;Split Case;Atmos TERA-SCH;600;120;90;Duplex Steel;Mining;703200000;25;4,3;6
WL-0256;Wilo-Atmos TERA-SCH 600/195-75;Split Case;Atmos TERA-SCH;600;195;75;Stainless Steel 304;Agriculture;538700000;18;4,4;12
WL-0257;Wilo-Atmos TERA-SCH 600/250-90;Split Case;Atmos TERA-SCH;600;250;90;Stainless Steel 316L;Mining;725800000;29;4,9;24
WL-0258;Wilo-Atmos TERA-SCH 600/165-90;Split Case;Atmos TERA-SCH;600;165;90;Cast Iron;Manufacturing;517900000;21;4,1;12
WL-0259;Wilo-Atmos TERA-SCH 600/85-90;Split Case;Atmos TERA-SCH;600;85;90;Stainless Steel 304;Agriculture;561300000;18;3,9;6
WL-0260;Wilo-Atmos TERA-SCH 560/85-75;Split Case;Atmos TERA-SCH;560;85;75;Duplex Steel;Manufacturing;704700000;8;4,3;6
WL-0261;Wilo-Atmos TERA-SCH 600/15-90;Split Case;Atmos TERA-SCH;600;15;90;Duplex Steel;Manufacturing;751400000;21;4,6;12
WL-0262;Wilo-Atmos TERA-SCH 350/25-55;Split Case;Atmos TERA-SCH;350;25;55;Duplex Steel;Agriculture;475800000;17;5;18
WL-0263;Wilo-Atmos TERA-SCH 510/95-75;Split Case;Atmos TERA-SCH;510;95;75;Duplex Steel;Mining;607600000;16;4,3;12
WL-0264;Wilo-Atmos TERA-SCH 405/135-55;Split Case;Atmos TERA-SCH;405;135;55;Duplex Steel;Power Plant;501700000;5;4,3;24
WL-0265;Wilo-SC 495/170-75;Split Case;SC;495;170;75;Stainless Steel 304;Power Plant;560000000;17;4,5;12
WL-0266;Wilo-SC 585/15-90;Split Case;SC;585;15;90;Cast Iron;Agriculture;510800000;25;4,6;24
WL-0267;Wilo-SC 600/120-90;Split Case;SC;600;120;90;Stainless Steel 316L;Power Plant;649700000;9;4,2;6
WL-0268;Wilo-SC 600/130-90;Split Case;SC;600;130;90;Stainless Steel 316L;Agriculture;685000000;27;4;24
WL-0269;Wilo-SC 205/130-22;Split Case;SC;205;130;22;Stainless Steel 304;Mining;189800000;18;3,5;24
WL-0270;Wilo-SC 600/100-90;Split Case;SC;600;100;90;Stainless Steel 316L;Agriculture;745700000;18;4,3;24
WL-0271;Wilo-SC 600/90-90;Split Case;SC;600;90;90;Duplex Steel;Agriculture;825000000;28;4,2;12
WL-0272;Wilo-SC 600/135-90;Split Case;SC;600;135;90;Stainless Steel 304;Power Plant;593400000;13;4,2;12
WL-0273;Wilo-SC 600/45-90;Split Case;SC;600;45;90;Duplex Steel;Manufacturing;776600000;11;4,3;24
WL-0274;Wilo-SC 600/110-110;Split Case;SC;600;110;110;Duplex Steel;Mining;938700000;22;4,2;12
WL-0275;Wilo-SC 600/20-90;Split Case;SC;600;20;90;Duplex Steel;Manufacturing;728100000;5;4,2;18
WL-0276;Wilo-SC 600/100-75;Split Case;SC;600;100;75;Cast Iron;Mining;441500000;4;4,1;24
WL-0277;Wilo-SC 420/90-55;Split Case;SC;420;90;55;Cast Iron;Oil & Gas;329600000;14;4,5;12
WL-0278;Wilo-SC 415/125-55;Split Case;SC;415;125;55;Cast Iron;Mining;359700000;26;4,3;18
WL-0279;Wilo-SC 600/75-90;Split Case;SC;600;75;90;Stainless Steel 316L;Power Plant;716600000;23;4,2;24
WL-0280;Wilo-SC 600/55-75;Split Case;SC;600;55;75;Cast Iron;Agriculture;443200000;28;4,6;24
WL-0281;Wilo-SC 115/155-11;Split Case;SC;115;155;11;Stainless Steel 316L;Mining;132800000;28;4,2;6
WL-0282;Wilo-SC 600/80-90;Split Case;SC;600;80;90;Cast Iron;Oil & Gas;445600000;21;4,6;18
WL-0283;Wilo-SC 565/15-75;Split Case;SC;565;15;75;Stainless Steel 304;Manufacturing;503700000;14;4,4;6
WL-0284;Wilo-SC 405/95-55;Split Case;SC;405;95;55;Cast Iron;Mining;341400000;6;5;18
WL-0285;Wilo-SC 600/40-90;Split Case;SC;600;40;90;Cast Iron;Manufacturing;509400000;11;4;6
WL-0286;Wilo-SC 140/70-15;Split Case;SC;140;70;15;Stainless Steel 316L;Agriculture;151300000;12;3,5;24
WL-0287;Wilo-SC 525/160-75;Split Case;SC;525;160;75;Stainless Steel 304;Oil & Gas;496400000;17;4,9;24
WL-0288;Wilo-SC 600/155-90;Split Case;SC;600;155;90;Stainless Steel 304;Oil & Gas;657800000;6;4,7;6
WL-0289;Wilo-SC 600/190-90;Split Case;SC;600;190;90;Duplex Steel;Power Plant;741900000;22;4;12
WL-0290;Wilo-SC 600/200-90;Split Case;SC;600;200;90;Duplex Steel;Power Plant;734200000;5;4,3;12
WL-0291;Wilo-SC 600/110-90;Split Case;SC;600;110;90;Duplex Steel;Agriculture;751000000;15;4;18
WL-0292;Wilo-SC 600/165-90;Split Case;SC;600;165;90;Cast Iron;Mining;469000000;29;4,1;18
WL-0293;Wilo-EMU FA 600/140-90;Submersible;EMU FA;600;140;90;Stainless Steel 304;Water Treatment;352600000;15;4;18
WL-0294;Wilo-EMU FA 330/65-55;Submersible;EMU FA;330;65;55;Stainless Steel 316L;Wastewater Treatment;245600000;23;4;18
WL-0295;Wilo-EMU FA 600/225-90;Submersible;EMU FA;600;225;90;Duplex Steel;Mining;493800000;7;4,6;24
WL-0296;Wilo-EMU FA 600/205-90;Submersible;EMU FA;600;205;90;Duplex Steel;Water Treatment;461300000;8;4,5;24
WL-0297;Wilo-EMU FA 600/45-90;Submersible;EMU FA;600;45;90;Stainless Steel 316L;Mining;378200000;23;3,6;18
WL-0298;Wilo-EMU FA 600/105-90;Submersible;EMU FA;600;105;90;Cast Iron;Wastewater Treatment;245300000;9;4,2;6
WL-0299;Wilo-EMU FA 600/145-90;Submersible;EMU FA;600;145;90;Cast Iron;Wastewater Treatment;284300000;27;4,1;18
WL-0300;Wilo-EMU FA 600/50-90;Submersible;EMU FA;600;50;90;Stainless Steel 304;Mining;347600000;8;4,3;12
WL-0301;Wilo-EMU FA 600/170-90;Submersible;EMU FA;600;170;90;Stainless Steel 316L;Agriculture;440300000;21;3,8;6
WL-0302;Wilo-EMU FA 600/90-90;Submersible;EMU FA;600;90;90;Cast Iron;Mining;244800000;26;4,5;24
WL-0303;Wilo-EMU FA 600/100-90;Submersible;EMU FA;600;100;90;Cast Iron;Mining;265400000;24;4,9;12
WL-0304;Wilo-EMU FA 195/100-37;Submersible;EMU FA;195;100;37;Cast Iron;Mining;114700000;11;4,5;24
WL-0305;Wilo-EMU FA 600/140-90;Submersible;EMU FA;600;140;90;Stainless Steel 304;Agriculture;310200000;5;3,9;18
WL-0306;Wilo-EMU FA 600/40-90;Submersible;EMU FA;600;40;90;Stainless Steel 316L;Agriculture;359500000;9;4,2;24
WL-0307;Wilo-EMU FA 600/120-90;Submersible;EMU FA;600;120;90;Stainless Steel 316L;Mining;382600000;26;4,5;6
WL-0308;Wilo-EMU FA 600/185-90;Submersible;EMU FA;600;185;90;Duplex Steel;Water Treatment;412800000;5;3,9;12
WL-0309;Wilo-EMU FA 600/75-90;Submersible;EMU FA;600;75;90;Duplex Steel;Mining;458900000;3;4,2;24
WL-0310;Wilo-EMU FA 230/185-45;Submersible;EMU FA;230;185;45;Cast Iron;Mining;121800000;18;4;6
WL-0311;Wilo-EMU FA 265/175-37;Submersible;EMU FA;265;175;37;Duplex Steel;Mining;208100000;22;5;18
WL-0312;Wilo-EMU FA 600/55-90;Submersible;EMU FA;600;55;90;Duplex Steel;Mining;431500000;4;5;12
WL-0313;Wilo-EMU FA 600/135-90;Submersible;EMU FA;600;135;90;Duplex Steel;Water Treatment;435700000;20;4,1;18
WL-0314;Wilo-EMU FA 600/60-90;Submersible;EMU FA;600;60;90;Stainless Steel 304;Water Treatment;334900000;21;4,5;24
WL-0315;Wilo-EMU KRT 360/85-55;Submersible;EMU KRT;360;85;55;Stainless Steel 316L;Wastewater Treatment;221400000;4;3,6;12
WL-0316;Wilo-EMU KRT 600/15-90;Submersible;EMU KRT;600;15;90;Cast Iron;Water Treatment;248300000;10;4,5;24
WL-0317;Wilo-EMU KRT 600/130-90;Submersible;EMU KRT;600;130;90;Cast Iron;Water Treatment;281500000;8;4;12
WL-0318;Wilo-EMU KRT 600/15-90;Submersible;EMU KRT;600;15;90;Duplex Steel;Wastewater Treatment;404800000;12;4,4;24
WL-0319;Wilo-EMU KRT 600/15-90;Submersible;EMU KRT;600;15;90;Stainless Steel 304;Wastewater Treatment;312100000;21;4,2;6
WL-0320;Wilo-EMU KRT 600/85-90;Submersible;EMU KRT;600;85;90;Duplex Steel;Wastewater Treatment;453500000;9;4,4;6
WL-0321;Wilo-EMU KRT 350/15-55;Submersible;EMU KRT;350;15;55;Stainless Steel 316L;Agriculture;226200000;15;4,9;24
WL-0322;Wilo-EMU KRT 600/145-90;Submersible;EMU KRT;600;145;90;Stainless Steel 304;Mining;319500000;4;3,9;18
WL-0323;Wilo-EMU KRT 600/170-90;Submersible;EMU KRT;600;170;90;Stainless Steel 316L;Water Treatment;382300000;13;4,2;18
WL-0324;Wilo-EMU KRT 600/85-90;Submersible;EMU KRT;600;85;90;Stainless Steel 304;Water Treatment;354400000;28;4;24
WL-0325;Wilo-EMU KRT 600/80-90;Submersible;EMU KRT;600;80;90;Cast Iron;Agriculture;234500000;21;4;6
WL-0326;Wilo-EMU KRT 600/30-75;Submersible;EMU KRT;600;30;75;Cast Iron;Mining;241900000;8;3,9;12
WL-0327;Wilo-EMU KRT 600/130-75;Submersible;EMU KRT;600;130;75;Stainless Steel 304;Water Treatment;318200000;27;4,1;12
WL-0328;Wilo-EMU KRT 370/130-45;Submersible;EMU KRT;370;130;45;Stainless Steel 304;Agriculture;208700000;11;5;12
WL-0329;Wilo-EMU KRT 245/165-30;Submersible;EMU KRT;245;165;30;Cast Iron;Mining;112700000;28;4;12
WL-0330;Wilo-EMU KRT 600/255-90;Submersible;EMU KRT;600;255;90;Stainless Steel 304;Mining;373700000;26;4,4;12
WL-0331;Wilo-EMU KRT 460/105-55;Submersible;EMU KRT;460;105;55;Cast Iron;Water Treatment;163200000;5;3,5;6
WL-0332;Wilo-EMU KRT 600/220-90;Submersible;EMU KRT;600;220;90;Stainless Steel 316L;Agriculture;412500000;19;3,9;18
WL-0333;Wilo-EMU KRT 600/55-90;Submersible;EMU KRT;600;55;90;Cast Iron;Agriculture;233200000;9;4,8;6
WL-0334;Wilo-EMU KRT 540/135-75;Submersible;EMU KRT;540;135;75;Stainless Steel 304;Wastewater Treatment;285300000;17;4,1;6
WL-0335;Wilo-EMU KRT 600/195-90;Submersible;EMU KRT;600;195;90;Cast Iron;Wastewater Treatment;290600000;15;4,2;18
WL-0336;Wilo-EMU KRT 600/130-90;Submersible;EMU KRT;600;130;90;Cast Iron;Wastewater Treatment;278000000;17;4,3;12
WL-0337;Wilo-Drain TMW 600/95-90;Submersible;Drain TMW;600;95;90;Cast Iron;Mining;239600000;15;5;6
WL-0338;Wilo-Drain TMW 600/130-90;Submersible;Drain TMW;600;130;90;Cast Iron;Wastewater Treatment;288100000;28;4,1;24
WL-0339;Wilo-Drain TMW 600/15-90;Submersible;Drain TMW;600;15;90;Duplex Steel;Water Treatment;422700000;16;4,1;24
WL-0340;Wilo-Drain TMW 600/130-90;Submersible;Drain TMW;600;130;90;Cast Iron;Water Treatment;265400000;11;4,2;12
WL-0341;Wilo-Drain TMW 600/45-90;Submersible;Drain TMW;600;45;90;Cast Iron;Agriculture;273400000;9;4,7;18
WL-0342;Wilo-Drain TMW 600/125-90;Submersible;Drain TMW;600;125;90;Duplex Steel;Mining;468400000;15;4,1;24
WL-0343;Wilo-Drain TMW 415/125-75;Submersible;Drain TMW;415;125;75;Cast Iron;Water Treatment;193500000;28;3,9;12
WL-0344;Wilo-Drain TMW 600/110-90;Submersible;Drain TMW;600;110;90;Duplex Steel;Wastewater Treatment;424600000;29;4,3;12
WL-0345;Wilo-Drain TMW 380/125-55;Submersible;Drain TMW;380;125;55;Duplex Steel;Mining;257300000;27;4,6;24
WL-0346;Wilo-Drain TMW 600/80-90;Submersible;Drain TMW;600;80;90;Duplex Steel;Wastewater Treatment;460200000;24;4,4;6
WL-0347;Wilo-Drain TMW 600/75-90;Submersible;Drain TMW;600;75;90;Stainless Steel 316L;Wastewater Treatment;412000000;11;4,2;18
WL-0348;Wilo-Drain TMW 600/120-90;Submersible;Drain TMW;600;120;90;Stainless Steel 316L;Agriculture;419300000;22;3,6;24
WL-0349;Wilo-Drain TMW 160/60-30;Submersible;Drain TMW;160;60;30;Cast Iron;Water Treatment;81900000;27;4,3;6
WL-0350;Wilo-Drain TMW 600/45-90;Submersible;Drain TMW;600;45;90;Cast Iron;Wastewater Treatment;247400000;4;4,2;18
WL-0351;Wilo-Drain TMW 600/80-90;Submersible;Drain TMW;600;80;90;Stainless Steel 304;Water Treatment;326400000;19;4,8;18
WL-0352;Wilo-Drain TMW 600/170-90;Submersible;Drain TMW;600;170;90;Cast Iron;Wastewater Treatment;247600000;12;4,3;24
WL-0353;Wilo-Drain TMW 350/170-55;Submersible;Drain TMW;350;170;55;Cast Iron;Mining;157100000;20;4,4;18
WL-0354;Wilo-Drain TMW 600/130-90;Submersible;Drain TMW;600;130;90;Stainless Steel 316L;Water Treatment;406800000;19;4,6;12
WL-0355;Wilo-Drain TMW 600/215-90;Submersible;Drain TMW;600;215;90;Stainless Steel 304;Wastewater Treatment;320600000;8;4,1;6
WL-0356;Wilo-Drain TMW 600/20-90;Submersible;Drain TMW;600;20;90;Stainless Steel 316L;Mining;391600000;4;4,5;18
WL-0357;Wilo-Drain TMW 600/85-90;Submersible;Drain TMW;600;85;90;Stainless Steel 304;Wastewater Treatment;310700000;28;5;6
WL-0358;Wilo-Drain TMW 230/15-37;Submersible;Drain TMW;230;15;37;Stainless Steel 316L;Water Treatment;150100000;6;4,7;18
WL-0359;Wilo-Rexa FIT 585/90-90;Submersible;Rexa FIT;585;90;90;Stainless Steel 316L;Mining;369800000;12;4,4;6
WL-0360;Wilo-Rexa FIT 600/145-90;Submersible;Rexa FIT;600;145;90;Stainless Steel 304;Agriculture;365700000;19;4,4;24
WL-0361;Wilo-Rexa FIT 425/165-55;Submersible;Rexa FIT;425;165;55;Cast Iron;Agriculture;189800000;24;4,6;6
WL-0362;Wilo-Rexa FIT 600/60-90;Submersible;Rexa FIT;600;60;90;Cast Iron;Agriculture;243400000;13;4,3;24
WL-0363;Wilo-Rexa FIT 600/80-90;Submersible;Rexa FIT;600;80;90;Duplex Steel;Mining;409500000;6;3,7;18
WL-0364;Wilo-Rexa FIT 600/45-90;Submersible;Rexa FIT;600;45;90;Stainless Steel 316L;Mining;390000000;25;4,6;6
WL-0365;Wilo-Rexa FIT 600/85-90;Submersible;Rexa FIT;600;85;90;Cast Iron;Agriculture;236500000;6;4,7;6
WL-0366;Wilo-Rexa FIT 600/165-90;Submersible;Rexa FIT;600;165;90;Cast Iron;Mining;284700000;15;4,5;24
WL-0367;Wilo-Rexa FIT 600/160-75;Submersible;Rexa FIT;600;160;75;Duplex Steel;Wastewater Treatment;376600000;14;4,5;18
WL-0368;Wilo-Rexa FIT 600/75-90;Submersible;Rexa FIT;600;75;90;Stainless Steel 304;Water Treatment;331800000;12;4,4;24
WL-0369;Wilo-Rexa FIT 600/175-90;Submersible;Rexa FIT;600;175;90;Cast Iron;Mining;254000000;22;4,6;24
WL-0370;Wilo-Rexa FIT 415/100-55;Submersible;Rexa FIT;415;100;55;Stainless Steel 316L;Water Treatment;261200000;8;3,5;24
WL-0371;Wilo-Rexa FIT 600/130-90;Submersible;Rexa FIT;600;130;90;Cast Iron;Water Treatment;270700000;7;4,9;18
WL-0372;Wilo-Rexa FIT 600/85-90;Submersible;Rexa FIT;600;85;90;Stainless Steel 304;Agriculture;306300000;25;3,5;18
WL-0373;Wilo-Rexa FIT 600/55-90;Submersible;Rexa FIT;600;55;90;Stainless Steel 316L;Mining;392800000;4;4,3;6
WL-0374;Wilo-Rexa FIT 440/55-55;Submersible;Rexa FIT;440;55;55;Duplex Steel;Wastewater Treatment;249200000;6;4,3;12
WL-0375;Wilo-Rexa FIT 600/50-90;Submersible;Rexa FIT;600;50;90;Duplex Steel;Agriculture;423000000;17;4,8;18
WL-0376;Wilo-Rexa FIT 600/85-90;Submersible;Rexa FIT;600;85;90;Cast Iron;Wastewater Treatment;265200000;28;4,2;6
WL-0377;Wilo-Rexa FIT 600/50-90;Submersible;Rexa FIT;600;50;90;Duplex Steel;Water Treatment;421400000;15;4,3;6
WL-0378;Wilo-Rexa FIT 600/60-90;Submersible;Rexa FIT;600;60;90;Stainless Steel 316L;Wastewater Treatment;378200000;19;3,6;24
WL-0379;Wilo-Rexa FIT 600/130-75;Submersible;Rexa FIT;600;130;75;Duplex Steel;Mining;411000000;4;4,6;24
WL-0380;Wilo-Rexa FIT 600/60-90;Submersible;Rexa FIT;600;60;90;Cast Iron;Mining;250700000;6;4,4;24
WL-0381;Wilo-CO-Helix V 160/55-22;Booster System;CO-Helix V;160;55;22;Duplex Steel;Power Plant;237500000;3;4;24
WL-0382;Wilo-CO-Helix V 600/85-90;Booster System;CO-Helix V;600;85;90;Stainless Steel 304;Oil & Gas;595700000;14;4,7;24
